,Main Title Tier,Secondary Title Tier,Main Analysis
History of operating systems,,,0.5818402487272749
History of the Internet,,,0.3025214645397254
Internet governance,,,0.15599104006282136
List of pioneers in computer science,,,0.6621577025385622
Standards organization,,,0.24242974996894961
Influence of the IBM PC on the personal computer market,,,0.3873763563644953
Timeline of computing,,,0.6073356657905031
History of software,,,0.41080359485210294
Processor design,,,0.3804339035505543
History of the graphical user interface,,,0.3278493865449895
Timeline of programming languages,,,0.3790698296903917
Hardware description language,,,0.3979167457194302
Hardware abstraction,,,0.42029519024957523
Computer architecture,,,0.34731713986228496
List of fictional computers,,,0.6265729825601675
Fifth generation computer,,,0.4002762682883105
Quantum computing,,,0.41284636952156245
Curta,,,0.3522498595960471
Pirates of Silicon Valley,,,0.34259374174377877
Triumph of the Nerds,,,0.5848027166088375
Ubiquitous computing,,,0.34410711112328324
Internet of things,,,0.10154146337578548
Fog computing,,,0.36948732919442184
Edge computing,,,0.37327639567582394
Ambient intelligence,,,0.40532047085452155
System on a chip,,,0.3553586197303806
Network on a chip,,,0.3736487622337157
Channel I/O,,,0.42655533090181835
Cloud computing,,,0.31325448123162386
Classes of computers,,,0.36249841299651053
Failover,,,0.37456376441270384
File:Nuvola apps ksim.png,,,0.7695982864029381
Portal:Technology,,,0.35330207228855115
ACM/IEEE Supercomputing Conference,,,0.12803106105073492
ACM SIGHPC,,,0.38586695397357224
High-performance technical computing,,,0.5833511588911595
Jungle computing,,,0.5587564918313047
Nvidia Tesla Personal Supercomputer,,,0.6016984957836029
Parallel computing,,,0.3370232495521911
Supercomputing in China,,,0.35804157395973735
Supercomputing in Europe,,,0.32565910472417503
Supercomputing in India,,,0.29329737081154733
Supercomputing in Japan,,,0.3896094360290434
Testing high-performance computing applications,,,0.2651485800166948
Ultra Network Technologies,,,0.3601191753414861
MVS,,,0.44981467548578746
HiperDispatch,,,0.48172469341575963
Intelligent Resource Director,,,0.47238156150822824
Resource Measurement Facility,,,0.486921744879304
SDSF,,,0.534692445814872
IBM System Management Facilities,,,0.465117471597917
SMP/E,,,0.3190864336531785
Workload Manager,,,0.4064925777400432
PR/SM,,,0.6189273703026449
Time-sharing system evolution,,,0.5402588833657801
Timeline of operating systems,,,0.7309275611311931
Floppy disk,,,0.2711192783863055
dd (Unix),,,0.25944908659609783
Disk image,,,0.3100789739216151
Disk storage,,,0.3504246524076776
Don't Copy That Floppy,,,0.2917804623742437
Floppy-disk controller,,,0.45424788174813335
Floppy disk format,,,0.3471371556377528
Floppy disk hardware emulator,,,0.50363722752884
Group coded recording,,,0.4061127185748052
Sneakernet,,,0.09508401265529798
Zip drive,,,0.2906149164532008
PocketZip,,,0.3100278491703206
Category:IBM,,,0.42712469648786344
3x3 basketball at the 2013 Asian Youth Games,,,0.4802260894232381
Locally profinite group,,,0.11605377138595642
Salmon Run Bell Tower,,,-0.07959118906527837
Amy Odell,,,0.2901471963151019
Tokyo University of Social Welfare Junior College,,,0.25673173278104294
Hard Knuckle,,,0.07251851200727794
Goria Puja,,,0.14551205272069673
Freadelpha leucospila,,,0.1982090612512551
British Universities Ice Hockey Association,,,0.08803386829175147
Q+A,,,0.2001370030619567
Mayor of Milan,,,0.290726851786145
Quishuar District,,,0.03653597805955428
Petrolina (company),,,0.23441690133240564
Flannan Isles,,,0.008421615622505653
Anson Archipelago,,,0.3632746345951978
Pacific American School,,,0.18276891743422777
Kvalsund (Herøy),,,-0.08839305372557148
Homo antecessor,,,0.07492719426436956
Tonfön Television,,,-0.09059443730597352
Elaphropus pallidicornis,,,0.44528479999045256
Recep Gül,,,0.39440181627997994
The Rose (theatre),,,0.06961263511740605
Dany Silva,,,0.2841401577173848
Insular Life,,,0.18967577377253747
Michael Rodriguez (politician),,,0.31960939544799255
Coonamble railway station,,,-0.021848378665843455
DEFA5,,,0.03415210638937616
Seneschal of the Agenais,,,-0.0029413523386527265
La Herradura Formation,,,0.18858808122258625
Robert S. Beightler Jr.,,,0.13350179318066388
Elections in the Czech Republic,,,0.3373018480069898
Josef Lahner,,,0.18920986432110828
Dome (constructor),,,0.09687878393622135
Greek Constitution of 1827,,,0.23262113213183397
Aili M. Tripp,,,0.2848500946629634
Madan Deodhar,,,0.25127915871839707
Valeriano Andrés,,,0.584478320306587
Ubay Airport,,,0.19904401415698064
Certified Ethical Hacker,,,0.19733853940226362
President (government title),,,0.08106823536370629
Mike Kaszycki,,,0.14862707814696471
Myteen,,,0.2199103590631637
Carzano,,,0.26180748171157725
The Journal of Arthur Stirling,,,0.14993545367480948
Josh Routh,,,0.196909119902984
Greinton,,,0.03235284013514151
Damodar Daesrath,,,0.25117548651179084
Pneumothorax,,,0.0673569272497992
Brian O'Sullivan,,,0.4030988565203392
Rancho Suscol,,,0.027847151431154734
John Rogers Studio,,,0.24520330158135073
1001 to 1600 in sports,,,0.4437392651269696
Berlin Zoologischer Garten railway station,,,0.018363347512365423
List of Judge Advocates of New South Wales,,,0.2802915083920735
David Shenton,,,0.19758586772261158
"Medveditsa, Volgograd Oblast",,,0.6015590712048291
Porta Mariae,,,0.11942563207350619
Kumho Polychem,,,0.16987340424151542
1590 in India,,,0.19931560307450139
Realm versus Realm,,,0.1627313233581802
Art Building and Annex,,,0.7029548241547112
Rasca (footballer),,,0.4606000998864482
Trichostetha fascicularis,,,0.007888119429813954
Ashish Kumar (cricketer),,,0.30730944151436407
Martin Widmark,,,0.2259938880696749
Peter Kerr (architect),,,0.2663188432731581
MOTM,,,0.02582360492978818
Tokyo!,,,0.0916245598466224
Sara Davidson,,,0.4718805526605345
G. Mahathevan,,,0.29118599053013877
Creezy,,,0.25971715940780116
Scars Remain,,,0.25364036912890364
2015–16 Bury F.C. season,,,0.3503972888416404
2011 FIA GT1 Navarra round,,,0.06364721957224087
Robert Whaples,,,0.1650755844778018
Vichada Structure,,,-0.08616553490414175
Cannabis policy of the Richard Nixon administration,,,0.043562883867604166
At the Supper Club,,,0.4377355820372044
"James Gourlay (footballer, born 1862)",,,0.44258618885247886
Lartetotherium,,,0.6329502448284717
"Horace Pitt-Rivers, 3rd Baron Rivers",,,0.07132121771819018
Jackie Tzarfati,,,0.351323551542373
Jill O'Hara,,,0.26098827337985864
William Chiroque,,,0.2513006974071484
Pardosa subalpina,,,0.5529456545494712
Tim Montgomerie,,,0.037830634106114557
Fostedil,,,0.46607804451870893
Bob Thaves,,,0.20390754240356154
Bulleyia,,,0.5320713653047705
"Torrey, Utah",,,0.2781095428329232
Sandra Pêra,,,0.35985598428299936
Oh L'amour,,,0.17162672719016542
Suleiman Mirza (son of Tahmasp I),,,0.3293894636252896
Salt Brook,,,0.37576118460001035
"Elaia, Evros",,,0.32698993147309713
Peter Paul Fernandes,,,0.3722511626055385
Marginella lineolata,,,0.2139313952744881
Bradysia nigrispina,,,0.12727630681494112
Temptation Box,,,0.48353826245621934
"Flowerfield Township, Michigan",,,0.32467495962250154
A. V. Vasudevan Potti,,,0.32863253530179704
Frank Kapral,,,0.1969933773310076
Hollywood Canteen (film),,,0.1552395201219032
Conospermum densiflorum,,,-0.1394541708514424
Rokytá,,,0.44327790830779074
Robert Miles (rugby league),,,0.18034822559475983
Villosa taeniata,,,0.26799415598413995
Fernando Cruz Castro,,,0.25034192942021366
British School of Brasília,,,0.16640740356943606
Besançon Astronomical Observatory,,,0.30377244226760547
Lincoln YWCA Building,,,0.3122391437961831
Textilia,,,0.36137461677116767
Celilo Converter Station,,,0.07991430922015019
Delbaran Rural District,,,0.2564238066821852
Jimmy Conrad,,,0.07557266726249172
Køge Bugt,,,-0.020913611174599833
Inazuma Eleven (season 2),,,0.2042249811299819
La Talaudière,,,-0.0459313397621711
Coltriciella,,,0.7345335252990757
Cañada de Calatrava,,,0.31141098979607157
Om Namo Bhagavate Vasudevaya,,,0.3081722114661189
Newspaper digitization,,,0.0016059073879046495
Short film,,,0.09606943721367676
Gennady Ulanov,,,0.09999196948775654
Kalateh-ye Kazem,,,0.43441385678858707
"Daubach, Westerwaldkreis",,,0.08083518276977242
The Secret Wars,,,0.4016937394080705
Acute limb ischaemia,,,0.09942488951810077
Timeline of Japanese automobiles,,,-0.015009587138192929
Stachytarpheta mutabilis,,,0.19401926312737588
Vic C. Wallin,,,0.4541795529509482
Latvian phonology,,,0.19339350423092005
Mary Crawford Fraser,,,0.23087091518140632
Daud Ali,,,0.31440219970383115
Election ink,,,0.08569969572545275
Sergei Gorlukovich,,,0.3838161546025926
Kim Jihn-eui,,,0.2952032736449715
Jovan Dolgač,,,0.2752673090609459
Puerto Rico Energy Commission,,,0.1451448332993198
James O'Connor (Cork politician),,,0.5478411619372532
"Naurangabad, Bhiwani",,,0.5297767432364484
Pythopolis (Mysia),,,0.41343838448582726
Linked house,,,-0.03243667294971283
Cycnus of Liguria,,,0.2849405493043204
Nevoid basal-cell carcinoma syndrome,,,0.21354841952988546
Leopardus vorohuensis,,,0.27378389347407667
Weissella koreensis,,,0.4157285356864191
Ross Medical Education Center,,,0.2551148173277355
Mount Druitt,,,-0.015385007731900708
Chippa United F.C.,,,0.11150557631675079
Red Circle Authors,,,0.1885462437611011
Erith & Belvedere F.C.,,,0.17478359448411
Optical correlator,,,0.16720393012850474
Northern smoothtongue,,,0.5027021704188064
Petre Andrei University of Iași,,,0.44449986892540294
Pierre Daniel Huet,,,0.18577778956249488
Helical plc,,,0.1661031904940302
Sangpunggang Station,,,0.2793590156914971
La John Ngan Hsai,,,0.3085103063189817
Norwood–205th Street station,,,0.07426739270331546
Sindhi Hindus,,,0.03534560314233584
P-TEFb,,,0.11876728327904827
Hillcrest Youth Correctional Facility,,,0.14708046586558052
Yaquina Head Light,,,0.05764500643886746
Rogen moraine,,,0.03869216797170983
Beor (village),,,-0.23029300301848815
"East Side, Binghamton",,,0.1132341788623607
Mohammad Ali Jauhar University,,,0.06844111680953084
Love Yourself: Answer,,,0.14185013881793898
Mainstreaming (education),,,0.14472187167072217
Miconia namandensis,,,0.3392578908101213
Habenaria macroceratitis,,,0.4505119724103082
Signe Bro,,,0.10188549571170008
ClipGrab,,,0.26263347049128744
Gardoš,,,0.00370350262429414
Verena Sailer,,,0.08300808370029739
Bill Morley,,,0.14738966923204572
J. Michael Steele,,,0.5671000565318264
Jaws of Satan,,,0.290860618640461
Vladimir Vasiliev (dancer),,,0.21467316429309416
M-110 (Michigan highway),,,0.037863822000564165
Amorroma,,,0.20192043560452647
Botany (New Zealand electorate),,,0.1685872049391821
SelfMadeHero,,,0.24693038342014806
Casoto,,,0.0485817025759906
Policy Sciences,,,0.19833891738342216
"Plainfield Township, Will County, Illinois",,,-0.07500975288192355
Autumn Hurlbert,,,0.2324478951316196
Ti Saddhya Kay Karte,,,0.34179133302575
Papaver argemone,,,0.2003421333792442
Alan Reed (artist),,,0.23906834375356137
Gare de Pougues-les-Eaux,,,0.2066566775485668
Hardline,,,0.17414812750247474
Ross and Sutherland Constabulary,,,0.14964066217198677
Kōbōyama Kofun,,,0.031966037087690725
Kenneth Lay,,,0.1283274933561947
Hockomock River,,,0.5369298816756534
"Turov, Belarus",,,0.18482993708387724
Joe Coleman (game designer),,,0.2943349385294669
Pandit Sunderlal Sharma Literature Award,,,0.4349004383663924
Madhu Kinnar,,,0.13602953801367226
Dot Fulghum,,,0.2479220944920596
1991 World Aquatics Championships,,,0.6252393174587751
Wide Angle,,,-0.13873888560076356
Kunes Chapel,,,0.5082082213517836
Narcissus foliosus,,,0.13040632096357965
Slobodskoy Uyezd,,,0.3835840048043427
Bondia (newspaper),,,0.5344836246681449
Richard Yates (novel),,,0.27612558015917554
"Moving (Peter, Paul and Mary album)",,,0.2153541079440722
Voluntary reservist (Spain),,,0.3110854759711484
Pranav Sachdev,,,0.1786742132781541
World Sensorium,,,0.12161291648608304
Nick Ciuffo,,,0.13990355613385283
Taylor the Latte Boy,,,0.5415402711500638
Fee Fi Fo Yum,,,0.21669890711006115
Anthony G. DiFalco,,,0.37505458488667753
Campus Diary,,,0.43412141648798563
The Raven and the Reaping,,,0.37651317673812645
Zhorstoke nebo,,,0.030787668917037093
Mulwala Bridge,,,0.2516587455975814
Azerbaijan–Japan relations,,,0.22957724899559
Winchcombe Annals,,,0.21401889674255903
Hertford Lock,,,0.10676737086766147
Christchurch High School Old Boys,,,0.24631966949057038
I Dreamt I Woke Up,,,0.3763213289124858
John Murray (Irish broadcaster),,,0.23785917783786176
Umqombothi (song),,,0.1799986511713039
Fully differential amplifier,,,0.012674080130272202
When Darkness Falls (1960 film),,,0.5572445589462225
Hernando de Bengoechea,,,0.27907711516926
Wavelength-division multiple access,,,0.5171915591324965
N.R.M.,,,0.17818572589611306
Nadezhda Glyzina-Fedotova,,,0.062011176050218414
John William Kendrick,,,0.11605677484351101
List of Bombardier CRJ operators,,,0.13721152390766733
Taylor-Frohman House,,,0.08326378323808761
Alexander Hall (soccer),,,0.3556309338198639
Serniabat Sadiq Abdullah,,,0.02998307657091485
Zimbabwean cricket team in Australia in 2000–01,,,0.4678193670245033
Vietnam national under-20 football team,,,0.12818094760380877
Extreme physical information,,,0.1183249521451748
Joaquim Radua,,,0.19683269373908951
Peter Jarvis,,,0.2374966488293922
Zulu Rock,,,0.12938729478221392
Edmond Angelo,,,0.5238168265081231
Vigo County Home for Dependent Children,,,0.1400837860007071
John Petts (artist),,,0.18045582082976186
Michael Bailey (Canadian football),,,0.22659486851588204
Richard Hart Brown,,,0.36948128461259416
26th Primetime Emmy Awards,,,0.3151482726189802
Mundundo,,,0.5585540194251231
Paul Roland,,,0.08501290388627787
Spa Wood,,,0.10699631198104505
Byron Luiters,,,0.13454671879851893
Guthrie station,,,0.09661567906283546
Kipling GO Station,,,0.17493196324786447
Pennine Coal Measures Group,,,0.09003001083275577
PLY (Python Lex-Yacc),,,0.1258848876484719
Jozef Ondrejka,,,0.40046350552086296
Ariel Hernández (boxer),,,0.4184690632690158
John Hartree,,,0.2122249857969441
1879 Houston Waterworks,,,0.03840470084604822
"Norwood, Missouri",,,0.22413525284200525
East Timor Law Journal,,,0.3191816026057527
1992–93 Karnataka State Film Awards,,,0.5231787551559671
"Saadatabad, Kerman",,,0.20756268393586186
Balimou,,,0.5259465730025361
Reuben K. Davis,,,0.1798141473556187
Moon Ki-han,,,0.1983853936990271
Fungible information,,,0.3648488105258369
Gobierno de la Defensa,,,0.2947895509702385
Charlotte de Curton,,,0.3079962277003955
Laetitiae sanctae,,,0.16781390776315552
"All's Well, Ends Well",,,0.21503208910273414
Daronwy Isaac,,,0.02256392279138286
Carsten Cullmann,,,0.14637486950159298
2009 European Athletics U23 Championships – Women's 3000 metres steeplechase,,,0.5196954430122577
Underground hydrogen storage,,,0.12600260421365117
Młodzieszyn,,,0.16580104838810053
Sergio Pérez Visca,,,0.39419402953308835
Besboro Island,,,0.17485191232887137
Maesbrook railway station,,,0.6499151896482428
Panorama,,,0.05780899530754575
Ajay Mandal,,,0.5448691242988039
Football in Albania,,,0.22616843104842752
1994 Bonaire status referendum,,,0.11187809524939438
Frog Woman Rock,,,0.08692490543120666
Dysoptus denticulatus,,,0.0010540106633791107
Rebecca Handke,,,0.2464848893572799
"Pillaton, Staffordshire",,,0.05200132057734211
Dean Lennox Kelly,,,0.2198289956704418
José Ribeiro,,,0.2961025924969027
Microcerculus,,,0.4505095931632215
Stožerni general,,,0.44918960887094717
Esteban Azcue,,,0.06644178088082668
Alan Vidal,,,0.3909100966960634
Yangshila,,,0.3289881196100112
"Yukarısal, Amasra",,,0.6198007042181624
The Hindu,,,0.13530591353669336
James Marshall (judge),,,0.2760241353268451
City of Dreams (Dirty South and Alesso song),,,0.1115581159642248
Bogue Phalia,,,0.09782816132559465
PSA EMP1 platform,,,0.3342420584667319
John Elfed Jones,,,0.11345483849458991
Vinayakbuva Utturkar,,,0.15528957844603627
"National Register of Historic Places listings in Wayne County, North Carolina",,,0.39819727446982905
Devin (name),,,0.24995193934997623
Estonia at the 1936 Summer Olympics,,,0.21836083671141351
Huntsman Cancer Institute,,,0.1931812776444584
2008 Rexall Edmonton Indy,,,0.44453066827675886
"Bentinck Township, Bottineau County, North Dakota",,,0.26038886096804453
Linum monogynum,,,0.31667081241089545
Gauntlet Dark Legacy,,,0.09949393364773983
HDR10+,,,-0.054704528719624196
Warren McArthur,,,0.11140429746577292
Rahman Dadman,,,0.32860898049981524
Money Boy,,,0.2623479190472349
Achyranthes splendens,,,0.6150722537227834
PHLPP (gene),,,0.23275801283263836
2007–08 I-League,,,0.134169971631966
List of Australian bilateral treaties on intellectual property,,,-0.291400014886186
Mohammed Houari,,,0.47150939940676323
Henry Rupert Wilhoit Jr.,,,0.2384914138838256
Kenneth Heidrich,,,0.11942129681798587
Aleksandr Tumasyan (football manager),,,0.6293108984452378
Sport climbing at the 2018 Asian Games – Men's combined,,,0.38427035282308547
Who Done It (Dallas),,,0.13709528221187872
United Nations Security Council Resolution 2008,,,0.22451316216823305
Hubert Bentliff,,,0.22881365765882997
Pedregulho Housing Complex,,,0.032325330330854087
"St Chad's Chapel, Tushingham",,,0.04371323345698372
Alikovo Middle School,,,0.12902343578391232
Shorea cordifolia,,,-0.2457864874981317
Butterfly Cluster,,,0.17756154489384524
Japan National Route 341,,,0.32647601215287786
Josh Alcala,,,0.3355324192689197
Hemiarcha caliginosa,,,-0.0954019701484152
Damariscotta Lake State Park,,,0.2360924480801183
Mario Yáñez,,,0.4874999128992401
Iriyagolla,,,0.4790224013601833
Percy Tait,,,0.04390121517170625
Ankitham,,,0.33067147571726685
Kantemirovka,,,0.2509694136667055
Gorgouin,,,0.6784002425459017
Gully Boy,,,0.1170086763112591
That Good Night,,,0.1274938770162805
Conus circumactus,,,0.3931957314023745
Ben Shenkman,,,0.2723369198403101
Paysandú Department,,,0.25551470125653675
North Elmsall,,,0.13506941320532972
Schmidt Spiele,,,-0.10467966544292566
Crazy Frog Racer 2,,,0.5159466534809617
North Dakota Highway 56,,,0.35733547238837904
Laverne & Shirley (season 8),,,0.22354058506648472
Sálvora,,,0.12999751904146792
1971 South Korean legislative election,,,0.06127692186535612
Francisco de Paula Milán,,,0.12000139592497734
Focaal,,,0.3996813934787228
Religious perspectives on Jesus,,,0.1423326763780003
Sagmatias,,,0.1559544913667992
1849 in Liberia,,,0.5538694455658677
Richard Murden,,,0.026442220981363018
Toby Overdorf,,,0.34510362174997933
Colphepeira,,,0.5036930251932938
Rackets (sport),,,0.06805221703647361
Brooke Army Medical Center,,,-0.009914948135639833
Cliff Rathburn,,,0.2425718124762493
Avdotya Panaeva,,,0.2267869447715871
Homeless Jesus,,,0.13987672705851908
Rosario Pi,,,0.22297260197326582
Tamao Satō,,,0.10575722837660202
1945 Waterford Senior Hurling Championship,,,0.3983892869735154
The Heaven Sword and Dragon Saber (1978 TV series),,,0.015957087683295415
Peregrine Bertie (Royal Navy officer),,,0.28819107509144914
Kalatang,,,0.49989123082231035
Albania–Serbia relations,,,0.2233186417024612
Bittersweet and Blue,,,0.3408423892973499
Darius Khondji,,,0.24989637057048295
"Papa, Scotland",,,0.3257852253561746
Richie Driss,,,0.05626990769706587
Frances Newstead,,,0.22293702616932434
Middelie,,,0.2630722920874886
Nydam Mose,,,0.18445387593112347
Early Harvest Scheme,,,0.3366239408941688
Dawn Chorus (Jacques Greene album),,,0.41101970470064214
Malaysia Federal Route 1518,,,0.06261900773619267
Data lake,,,0.14906188154699004
Høvdingsgård,,,0.12092772803214606
Gmina Człuchów,,,0.36469842393694957
Bekhan Tungaev,,,0.284206370535055
Jean-Baptiste des Gallois de La Tour,,,0.19814353353650332
"Abraham Pierson, the elder",,,0.2704774566041884
"Rocky Run, Wisconsin",,,0.5069595887103032
Amanda McClendon,,,0.15547869093089098
Halo Manash,,,0.26865983354716244
Yucca pallida,,,0.32374439002694255
Alibeyk Sara,,,0.3796887567530616
Sality,,,0.07738038635091282
Towelie,,,0.1373055060149335
Lilliput Lane,,,0.2749509740043753
Karina Pérez,,,0.6056998682025373
Park University,,,0.1257659293101901
El hijo de la Africana,,,0.3273485405699946
The Gap Sealer,,,0.39618859750720786
Tigase,,,0.16248126628158396
My Lady's Lips,,,0.26473085808052615
WAEY,,,0.2590700689560386
Öjsjömyrarna Nature Reserve,,,0.4572444587798686
List of places in New York: L,,,0.4770249071616842
Gladys Clarke,,,0.46517385431511193
Type 382 Radar,,,-0.03387145703228041
Arctic policy of Sweden,,,0.341410017575884
Limfjord,,,-0.0033406332358836255
Little and Lesnes Hundred,,,0.0789352591739758
"Salto, Cape Verde",,,0.5187244422562629
Cabrera's hutia,,,0.5060962390272947
Azéde Jean-Pierre,,,0.3571399146484579
Yotsuya-sanchōme Station,,,0.21640181078286555
Quinone methide,,,0.33616153759083517
Ellenfield Park,,,0.12619049182384115
Bellanwila Rajamaha Viharaya,,,0.1143068083489899
Zhenru Temple (Shanghai),,,-0.03647477036236104
DRC/CTB,,,0.22141508261772852
Cube Interactive,,,0.16296278027421107
Secretary of the House of Representatives of Puerto Rico,,,0.21664510058070244
Like Never Before (album),,,0.25735519541746193
Enrico Costa (bobsledder),,,0.24717812061519742
Theory of conjoint measurement,,,0.06260507537882185
Bowling at the 2018 Asian Games – Women's team,,,0.010751794888823772
Muriel Gardiner,,,0.2972942421851121
"Union Hill, California",,,-0.023309324981158605
José Alfredo Peñaloza,,,0.20139785288665488
Memphis Willie B.,,,0.184309861007937
Muziekgebouw Frits Philips,,,0.011016971821719046
Local government in Victoria,,,0.055886180927229925
Pontifical Academy for Latin,,,0.011055727627714626
"San Isidro, Texas",,,0.14622886560050027
Linkwood Wildlife Management Area,,,0.5511973553437973
List of mills in Derbyshire,,,0.23046754314014342
James Cumes,,,0.3914847828516264
Moldavian Plateau,,,-0.03077770850372564
Anad Abid,,,0.3562453680276802
Richard Taub,,,0.1341340304280661
Premier Soccer Saturday,,,0.14192798372382137
Bia Kicis,,,0.17262639744441247
Ramaswamy S. Vaidyanathaswamy,,,0.16596208609899435
Palmeiras-Barra Funda Intermodal Terminal,,,0.050408169847982284
Gery Chico,,,0.14167485370379754
Natchez Trace Parkway,,,0.05292404608283485
Visión Ovni,,,0.2353636983110622
George Moses,,,0.050684349814560214
List of White Pass and Yukon Route locomotives and cars,,,0.01797942230293704
E. G. Marshall,,,0.22705350052387357
David Gray (cricketer),,,-0.03726337952537436
Grass Valley speckled dace,,,-0.07059371291246498
Licor Beirão,,,0.01037634266161992
Prostanthera linearis,,,0.36215496481524667
Matty Bell,,,0.02682655494768767
Architeles,,,0.7566149236573267
"Gairdner River (Kimberley, Western Australia)",,,0.2951179967412698
SS Empire Driver,,,0.1293570784716586
Frontline Socialist Party,,,0.3461838284929447
Redlin (surname),,,0.263075553639361
Shotgun Ranch Airstrip,,,0.6408608935154333
2012 Internazionali Femminili di Palermo – Singles,,,0.5237148941811355
Piatro Kravchanka,,,0.4785418108587604
ASEAN Intergovernmental Commission on Human Rights,,,0.1629265324236895
"Bhutanatha group of temples, Badami",,,0.14284297942534982
2010 Tashkent Open,,,0.28372495739182557
Nerve (website),,,0.3547486641959902
Uranium hexachloride,,,0.17554050306058103
2014–15 Central Connecticut Blue Devils men's basketball team,,,0.10733473671763644
Scrobipalpa picta,,,0.39918072446889546
Stuart Mayer,,,0.11215759581603013
József Seregi,,,0.1666059074297235
Basúchil,,,0.26014048444161886
Roberto Carlos em Ritmo de Aventura,,,0.1294833653568366
War for the Oaks,,,0.22501457955020443
Paul Winchell,,,0.13951340556433225
Robert Walter Rolf,,,-0.025443968562032675
A Dot Com Mom,,,0.34468386718112864
Clermont (mathematician),,,-0.1122585533275137
Yahoo Sherpa,,,0.1292363586809764
List of LGBT state supreme court justices,,,0.1381761529802644
Geertruida Wijsmuller-Meijer,,,0.07895675790366732
ESHAP,,,0.23693247320121294
Naciye Hanım,,,0.30182030454427106
Bewars (2018 film),,,0.3246834107421273
Yang Fengliang,,,0.5330211458769123
Cascata delle Marmore,,,0.2152059998157299
Sunchon National University,,,0.15833184647840348
Barry Stobart,,,0.20786920487765942
Prachuap Bay,,,0.16085624599616358
Gliese 49,,,-0.011657150952020719
House of Representatives of Liberia,,,0.1198480667984255
Napier Gazelle,,,-0.12797349313676198
Great Western Mountain,,,0.3962970619406597
Chialoup,,,0.24335241816676967
Grady Diangana,,,0.2915788259601722
